1663888494.605426 	 olia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:59196420 lastrcv:59196420 lastack:59196420 unacked:1 rcv_ssthresh:64240
1663888497.203662 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:59199016 lastrcv:59199016 lastack:59199016 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                        
1663888497.203694 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:59199016 lastrcv:59199016 lastack:59199016 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                        
1663888497.203716 	 ts sack olia wscale:7,7 rto:3176 rtt:953.419/555.504 ato:40 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:10 ssthresh:5 bytes_sent:41 bytes_acked:38 bytes_received:1 segs_out:8 segs_in:6 data_segs_out:2 data_segs_in:1 send 119821bps lastsnd:1472 lastrcv:1472 lastack:1472 pacing_rate 143784bps delivery_rate 189280bps delivered:2 busy:1532ms unacked:1 retrans:0/1 rcv_space:14280 rcv_ssthresh:64108 minrtt:60.355
1663888497.203744 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:2 lastsnd:59199020 lastrcv:59199020 lastack:59199020 unacked:1 retrans:1/1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                            
1663888497.203767 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                            
1663888497.203792 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                            
1663888497.203813 	 subflows:1 add_addr_accepted_max:7 token:9c40 write_seq:21800000594 snd_una:1                                                                                                                                                                                                                                                                                                                                                
1663888497.203834 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:100000001                                                                                                                                                                                                                                                                                                    
1663888497.348214 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:59199160 lastrcv:59199160 lastack:59199160 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                        
1663888497.348247 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:59199160 lastrcv:59199160 lastack:59199160 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                        
1663888497.348271 	 ts sack olia wscale:7,7 rto:3176 rtt:953.419/555.504 ato:40 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:10 ssthresh:5 bytes_sent:41 bytes_acked:38 bytes_received:1 segs_out:8 segs_in:6 data_segs_out:2 data_segs_in:1 send 119821bps lastsnd:1616 lastrcv:1616 lastack:1616 pacing_rate 143784bps delivery_rate 189280bps delivered:2 busy:1676ms unacked:1 retrans:0/1 rcv_space:14280 rcv_ssthresh:64108 minrtt:60.355
1663888497.348300 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:2 lastsnd:59199164 lastrcv:59199164 lastack:59199164 unacked:1 retrans:1/1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                            
1663888497.348328 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                            
1663888497.348351 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:1                                                                                                                                                                                                                                                                                                            
1663888497.348374 	 subflows:1 add_addr_accepted_max:7 token:9c40 write_seq:21800000594 snd_una:1                                                                                                                                                                                                                                                                                                                                                
1663888497.348401 	 subflows:2 add_addr_signal:4 add_addr_accepted:1 add_addr_signal_max:1 write_seq:580000020c snd_una:1 rcv_nxt:100000001                                                                                                                                                                                                                                                                                                    
1663888497.493815 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:59199304 lastrcv:59199304 lastack:59199304 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                        
1663888497.493859 	 olia rto:2000 backoff:1 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:1 ssthresh:5 segs_out:1 lastsnd:59199308 lastrcv:59199308 lastack:59199308 unacked:1 lost:1 rcv_ssthresh:64240                                                                                                                                                                                                                                        
