1663209708.122248 tcp   SYN-SENT 0      1               192.168.10.2:34276 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,984ms,0) uid:20001 ino:1031676 sk:1fb3 1663209708.122266 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14300132 lastrcv:14300132 lastack:14300132 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                           
1663209708.569989 mptcp ESTAB    0      525504           192.168.10.2:34278 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,232ms,0) uid:20001 ino:1031677 sk:1fbc 1663209708.569999 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:240000016e rcv_nxt:1200000024                                                                                                                                                                                                                                                                                                                                                                      
1663209708.570010 mptcp ESTAB    0      768264  192.168.20.2%enp6s0f1:46005 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,260ms,0) uid:20001 ino:1031677 sk:1fbd 1663209708.570020 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:f400000218 rcv_nxt:a400000104                                                                                                                                                                                                                                                                                                                                                                      
1663209708.570057 mptcp ESTAB    0      1075284 192.168.20.2%enp6s0f1:39699 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,276ms,0) uid:20001 ino:1031676 sk:1fbe 1663209708.570071 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:d2000002e1 rcv_nxt:69000000ed                                                                                                                                                                                                                                                                                                                                                                      
1663209708.717891 tcp   SYN-SENT 0      1       192.168.10.2%enp6s0f0:56015 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,480ms,0) uid:20001 ino:1031677 sk:1fb7 1663209708.717967 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14300728 lastrcv:14300728 lastack:14300728 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                          
1663209708.717986 tcp   SYN-SENT 0      1       192.168.20.2%enp6s0f1:60309 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,448ms,0) uid:20001 ino:1031676 sk:1fb8 1663209708.717998 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14300728 lastrcv:14300728 lastack:14300728 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                          
1663209708.718030 tcp   SYN-SENT 0      1       192.168.20.2%enp6s0f1:59691 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,480ms,0) uid:20001 ino:1031677 sk:1fb9 1663209708.718041 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14300728 lastrcv:14300728 lastack:14300728 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                          
1663209708.718051 tcp   ESTAB    0      998172           192.168.10.2:34276 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,272ms,0) uid:20001 ino:1031676 sk:1fba 1663209708.718062 	 ts sack lia wscale:7,7 rto:276 rtt:74.769/0.974 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:426 ssthresh:448 bytes_sent:4140073 bytes_retrans:651168 bytes_acked:2490734 segs_out:2912 segs_in:369 data_segs_out:2909 send 65088793bps lastsnd:4 lastrcv:588 lastack:4 pacing_rate 128159672bps delivery_rate 65620880bps delivered:2038 busy:524ms sndbuf_limited:100ms(19.1%) unacked:699 retrans:18/456 lost:18 sacked:283 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.198
1663209708.718102 tcp   SYN-SENT 0      1       192.168.10.2%enp6s0f0:60625 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=4)) timer:(on,444ms,0) uid:20001 ino:1031676 sk:1fbb 1663209708.718113 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14300732 lastrcv:14300732 lastack:14300732 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                                          
1663209708.718123 tcp   ESTAB    0      262752           192.168.10.2:34278 192.168.3.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,148ms,0) uid:20001 ino:1031677 sk:1fbc 1663209708.718133 	 ts sack lia wscale:7,7 rto:272 rtt:71.932/3.879 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:184 ssthresh:184 bytes_sent:1793757 bytes_retrans:269892 bytes_acked:1261114 segs_out:1269 segs_in:233 data_segs_out:1266 send 29222265bps lastsnd:4 lastrcv:556 lastack:4 pacing_rate 35066712bps delivery_rate 28399096bps delivered:894 busy:524ms sndbuf_limited:96ms(18.3%) unacked:184 retrans:0/189 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.118                       
1663209708.718143 tcp   ESTAB    0      449820  192.168.20.2%enp6s0f1:46005 192.168.4.1:5101 users:(("iperf3",pid=14652,fd=6)) timer:(on,252ms,0) uid:20001 ino:1031677 sk:1fbd 1663209708.718154 	 ts sack lia wscale:7,7 rto:276 rtt:74.514/0.584 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:211 ssthresh:134 bytes_sent:2413168 bytes_retrans:378420 bytes_acked:1584929 segs_out:1707 segs_in:293 data_segs_out:1705 send 32349142bps lastsnd:24 lastrcv:492 lastack:24 pacing_rate 57951904bps delivery_rate 39870376bps delivered:1230 busy:464ms sndbuf_limited:48ms(10.3%) unacked:315 retrans:5/265 lost:5 sacked:104 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.123  
