1663208385.116169 tcp   SYN-SENT 0      1               192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,984ms,0) uid:20001 ino:871592 sk:1c11 1663208385.116239 	 olia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:12977124 lastrcv:12977124 lastack:12977124 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                          
1663208392.897881 tcp   ESTAB 0      125664          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c1d 1663208392.897891 	 ts sack olia wscale:7,7 rto:232 rtt:30.754/0.167 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:88 ssthresh:80 bytes_sent:29495169 bytes_retrans:239904 bytes_acked:29132458 segs_out:20668 segs_in:8616 data_segs_out:20665 send 32688821bps lastsnd:4 lastrcv:7744 lastack:4 pacing_rate 39226584bps delivery_rate 32542792bps delivered:20412 busy:7712ms sndbuf_limited:7544ms(97.8%) unacked:86 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.084      
1663208392.897901 mptcp ESTAB 0      161364          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208392.897911 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:71                                                                                                                                                                                                                                                                                                                                                                                                                   
1663208392.897964 mptcp ESTAB 0      218484 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c19 1663208392.897979 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:97                                                                                                                                                                                                                                                                                                                                                                                                                   
1663208392.897994 mptcp ESTAB 0      182784 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c1c 1663208392.898005 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:7d                                                                                                                                                                                                                                                                                                                                                                                                                   
1663208392.898015 mptcp ESTAB 0      125664          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,064ms,0) uid:20001 ino:871593 sk:1c1d 1663208392.898026 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:56                                                                                                                                                                                                                                                                                                                                                                                                                   
1663208393.046761 tcp   ESTAB 0      162792          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208393.046834 	 ts sack olia wscale:7,7 rto:232 rtt:30.285/0.112 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:114 ssthresh:92 bytes_sent:53177065 bytes_retrans:489804 bytes_acked:52524470 segs_out:37248 segs_in:14052 data_segs_out:37245 send 43002675bps lastrcv:7920 pacing_rate 51602352bps delivery_rate 42622680bps delivered:36789 busy:7856ms sndbuf_limited:5108ms(65.0%) unacked:114 retrans:0/343 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.083                                   
1663208393.046899 tcp   ESTAB 0      218484 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,076ms,0) uid:20001 ino:871593 sk:1c19 1663208393.046910 	 ts sack olia wscale:7,7 rto:236 rtt:33.376/0.071 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:153 ssthresh:133 bytes_sent:48208060 bytes_retrans:396984 bytes_acked:47595449 segs_out:33768 segs_in:13848 data_segs_out:33766 send 52369128bps lastrcv:7828 pacing_rate 62841776bps delivery_rate 51196552bps delivered:33338 busy:7800ms sndbuf_limited:7324ms(93.9%) unacked:151 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.115                     
1663208393.046921 tcp   ESTAB 0      182784 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,064ms,0) uid:20001 ino:871592 sk:1c1c 1663208393.046940 	 ts sack olia wscale:7,7 rto:236 rtt:33.524/0.035 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:128 ssthresh:125 bytes_sent:43618524 bytes_retrans:361284 bytes_acked:43077313 segs_out:30551 segs_in:12740 data_segs_out:30549 send 43618661bps lastsnd:12 lastrcv:7864 lastack:12 pacing_rate 52342192bps delivery_rate 42560800bps delivered:30171 busy:7828ms sndbuf_limited:6956ms(88.9%) unacked:126 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.23
1663208393.046952 tcp   ESTAB 0      125664          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c1d 1663208393.046962 	 ts sack olia wscale:7,7 rto:232 rtt:30.201/0.072 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:88 ssthresh:80 bytes_sent:30106353 bytes_retrans:239904 bytes_acked:29740786 segs_out:21096 segs_in:8800 data_segs_out:21093 send 33287375bps lastrcv:7892 pacing_rate 39944848bps delivery_rate 32841520bps delivered:20838 busy:7860ms sndbuf_limited:7692ms(97.9%) unacked:88 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.084                                      
1663208393.046972 mptcp ESTAB 0      162792          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208393.046983 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:70                                                                                                                                                                                                                                                                                                                                                                                                                  
1663208393.047040 mptcp ESTAB 0      218484 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,076ms,0) uid:20001 ino:871593 sk:1c19 1663208393.047051 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:96                                                                                                                                                                                                                                                                                                                                                                                                                  
1663208393.047064 mptcp ESTAB 0      182784 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,060ms,0) uid:20001 ino:871592 sk:1c1c 1663208393.047079 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:7e                                                                                                                                                                                                                                                                                                                                                                                                                  
1663208393.047090 mptcp ESTAB 0      125664          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c1d 1663208393.047100 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:56                                                                                                                                                                                                                                                                                                                                                                                                                  
1663208393.195671 tcp   ESTAB 0      164220          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208393.195746 	 ts sack olia wscale:7,7 rto:232 rtt:30.244/0.077 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:115 ssthresh:92 bytes_sent:53953897 bytes_retrans:489804 bytes_acked:53302730 segs_out:37792 segs_in:14253 data_segs_out:37789 send 43438699bps lastrcv:8072 pacing_rate 52126432bps delivery_rate 42258008bps delivered:37334 busy:8008ms sndbuf_limited:5260ms(65.7%) unacked:113 retrans:0/343 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.083                     
1663208393.195810 tcp   ESTAB 0      219912 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c19 1663208393.195820 	 ts sack olia wscale:7,7 rto:236 rtt:33.642/0.072 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:154 ssthresh:133 bytes_sent:49143400 bytes_retrans:396984 bytes_acked:48529361 segs_out:34423 segs_in:14128 data_segs_out:34421 send 52294632bps lastsnd:8 lastrcv:7976 lastack:8 pacing_rate 62752624bps delivery_rate 51512888bps delivered:33992 busy:7948ms sndbuf_limited:7472ms(94.0%) unacked:152 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.115
1663208393.195838 tcp   ESTAB 0      182784 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c1c 1663208393.195853 	 ts sack olia wscale:7,7 rto:236 rtt:33.641/0.075 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:128 ssthresh:125 bytes_sent:44448192 bytes_retrans:361284 bytes_acked:43906981 segs_out:31132 segs_in:12994 data_segs_out:31130 send 43466960bps lastrcv:8012 pacing_rate 52159768bps delivery_rate 42705272bps delivered:30752 busy:7976ms sndbuf_limited:7104ms(89.1%) unacked:126 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.23                     
1663208393.195867 tcp   ESTAB 0      125664          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c1d 1663208393.195878 	 ts sack olia wscale:7,7 rto:232 rtt:30.224/0.107 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:88 ssthresh:80 bytes_sent:30687549 bytes_retrans:239904 bytes_acked:30321982 segs_out:21503 segs_in:8976 data_segs_out:21500 send 33262043bps lastsnd:4 lastrcv:8040 lastack:4 pacing_rate 39913624bps delivery_rate 33019504bps delivered:21245 busy:8008ms sndbuf_limited:7840ms(97.9%) unacked:88 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.084                 
1663208393.195888 mptcp ESTAB 0      164220          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,068ms,0) uid:20001 ino:871592 sk:1c16 1663208393.195899 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:73                                                                                                                                                                                                                                                                                                                                                                                                                 
1663208393.195959 mptcp ESTAB 0      219912 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,076ms,0) uid:20001 ino:871593 sk:1c19 1663208393.195989 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:98                                                                                                                                                                                                                                                                                                                                                                                                                 
1663208393.196000 mptcp ESTAB 0      182784 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c1c 1663208393.196014 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:80                                                                                                                                                                                                                                                                                                                                                                                                                 
1663208393.196026 mptcp ESTAB 0      125664          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c1d 1663208393.196037 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:58                                                                                                                                                                                                                                                                                                                                                                                                                 
1663208393.345327 tcp   ESTAB 0      165648          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208393.345399 	 ts sack olia wscale:7,7 rto:232 rtt:30.34/0.127 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:116 ssthresh:92 bytes_sent:54763573 bytes_retrans:489804 bytes_acked:54108122 segs_out:38359 segs_in:14458 data_segs_out:38356 send 43677785bps lastrcv:8220 pacing_rate 52412688bps delivery_rate 43565776bps delivered:37898 busy:8156ms sndbuf_limited:5408ms(66.3%) unacked:116 retrans:0/343 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.083                                  
1663208393.345475 tcp   ESTAB 0      215628 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,076ms,0) uid:20001 ino:871593 sk:1c19 1663208393.345490 	 ts sack olia wscale:7,7 rto:236 rtt:33.395/0.06 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:154 ssthresh:133 bytes_sent:50097304 bytes_retrans:396984 bytes_acked:49487549 segs_out:35091 segs_in:14416 data_segs_out:35089 send 52681419bps lastrcv:8124 pacing_rate 63168520bps delivery_rate 51531704bps delivered:34663 busy:8096ms sndbuf_limited:7620ms(94.1%) unacked:149 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.115                    
1663208393.345501 tcp   ESTAB 0      181356 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c1c 1663208393.345512 	 ts sack olia wscale:7,7 rto:236 rtt:33.451/0.067 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:127 ssthresh:125 bytes_sent:45232164 bytes_retrans:361284 bytes_acked:44693809 segs_out:31681 segs_in:13236 data_segs_out:31679 send 43372336bps lastsnd:4 lastrcv:8160 lastack:4 pacing_rate 52046024bps delivery_rate 42324904bps delivered:31303 busy:8124ms sndbuf_limited:7252ms(89.3%) unacked:124 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 notsent:4284 minrtt:30.23
1663208393.345522 tcp   ESTAB 0      127092          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c1d 1663208393.345532 	 ts sack olia wscale:7,7 rto:232 rtt:30.315/0.169 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:89 ssthresh:80 bytes_sent:31313013 bytes_retrans:239904 bytes_acked:30948874 segs_out:21941 segs_in:9166 data_segs_out:21938 send 33539040bps lastsnd:4 lastrcv:8192 lastack:4 pacing_rate 40246016bps delivery_rate 32591832bps delivered:21684 busy:8160ms sndbuf_limited:7992ms(97.9%) unacked:87 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.084   
1663208393.345542 mptcp ESTAB 0      165648          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,068ms,0) uid:20001 ino:871592 sk:1c16 1663208393.345553 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:72                                                                                                                                                                                                                                                                                                                                                                                                                
1663208393.345612 mptcp ESTAB 0      219912 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,076ms,0) uid:20001 ino:871593 sk:1c19 1663208393.345627 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:97                                                                                                                                                                                                                                                                                                                                                                                                                
1663208393.345638 mptcp ESTAB 0      181356 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,064ms,0) uid:20001 ino:871592 sk:1c1c 1663208393.345648 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:7c                                                                                                                                                                                                                                                                                                                                                                                                                
1663208393.345662 mptcp ESTAB 0      127092          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c1d 1663208393.345673 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:59                                                                                                                                                                                                                                                                                                                                                                                                                
1663208393.493056 tcp   ESTAB 0      168504          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,064ms,0) uid:20001 ino:871592 sk:1c16 1663208393.493131 	 ts sack olia wscale:7,7 rto:232 rtt:30.277/0.117 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:118 ssthresh:92 bytes_sent:55590385 bytes_retrans:489804 bytes_acked:54932078 segs_out:38938 segs_in:14671 data_segs_out:38935 send 44523302bps lastsnd:8 lastrcv:8368 lastack:8 pacing_rate 53426856bps delivery_rate 43954352bps delivered:38475 busy:8304ms sndbuf_limited:5556ms(66.9%) unacked:118 retrans:0/343 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.083              
1663208393.493202 tcp   ESTAB 0      219912 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c19 1663208393.493212 	 ts sack olia wscale:7,7 rto:236 rtt:33.493/0.086 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:154 ssthresh:133 bytes_sent:51092620 bytes_retrans:396984 bytes_acked:50478581 segs_out:35788 segs_in:14713 data_segs_out:35786 send 52527274bps lastsnd:4 lastrcv:8272 lastack:4 pacing_rate 63032256bps delivery_rate 51750848bps delivered:35357 busy:8244ms sndbuf_limited:7768ms(94.2%) unacked:152 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.115
1663208393.493223 tcp   ESTAB 0      181356 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c1c 1663208393.493233 	 ts sack olia wscale:7,7 rto:236 rtt:33.493/0.065 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:127 ssthresh:125 bytes_sent:46014708 bytes_retrans:361284 bytes_acked:45474925 segs_out:32229 segs_in:13477 data_segs_out:32227 send 43317947bps lastrcv:8312 pacing_rate 51980176bps delivery_rate 42221568bps delivered:31850 busy:8276ms sndbuf_limited:7404ms(89.5%) unacked:125 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.23                     
1663208393.493244 tcp   ESTAB 0      127092          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c1d 1663208393.493261 	 ts sack olia wscale:7,7 rto:232 rtt:30.208/0.062 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:89 ssthresh:80 bytes_sent:31934193 bytes_retrans:239904 bytes_acked:31570054 segs_out:22376 segs_in:9351 data_segs_out:22373 send 33657839bps lastsnd:4 lastrcv:8340 lastack:4 pacing_rate 40388904bps delivery_rate 32924368bps delivered:22119 busy:8308ms sndbuf_limited:8140ms(98.0%) unacked:87 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.084    
1663208393.493272 mptcp ESTAB 0      168504          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208393.493282 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:73                                                                                                                                                                                                                                                                                                                                                                                                                 
1663208393.493336 mptcp ESTAB 0      219912 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,064ms,0) uid:20001 ino:871593 sk:1c19 1663208393.493351 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:98                                                                                                                                                                                                                                                                                                                                                                                                                 
1663208393.493361 mptcp ESTAB 0      181356 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c1c 1663208393.493371 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:7c                                                                                                                                                                                                                                                                                                                                                                                                                 
1663208393.493384 mptcp ESTAB 0      127092          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,064ms,0) uid:20001 ino:871593 sk:1c1d 1663208393.493395 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:57                                                                                                                                                                                                                                                                                                                                                                                                                 
1663208393.642826 tcp   ESTAB 0      169932          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,068ms,0) uid:20001 ino:871592 sk:1c16 1663208393.642897 	 ts sack olia wscale:7,7 rto:232 rtt:30.405/0.081 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:119 ssthresh:92 bytes_sent:56415769 bytes_retrans:489804 bytes_acked:55758890 segs_out:39516 segs_in:14891 data_segs_out:39513 send 44711593bps lastsnd:4 lastrcv:8516 lastack:4 pacing_rate 53653248bps delivery_rate 43198736bps delivered:39054 busy:8452ms sndbuf_limited:5704ms(67.5%) unacked:117 retrans:0/343 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.083
1663208393.642958 tcp   ESTAB 0      221340 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,076ms,0) uid:20001 ino:871593 sk:1c19 1663208393.642976 	 ts sack olia wscale:7,7 rto:236 rtt:33.644/0.089 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:155 ssthresh:133 bytes_sent:52016536 bytes_retrans:396984 bytes_acked:51401069 segs_out:36435 segs_in:14989 data_segs_out:36433 send 52631078bps lastrcv:8424 pacing_rate 63156352bps delivery_rate 51483864bps delivered:36003 busy:8396ms sndbuf_limited:7920ms(94.3%) unacked:153 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.115                   
1663208393.642988 tcp   ESTAB 0      181356 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c1c 1663208393.642999 	 ts sack olia wscale:7,7 rto:236 rtt:33.631/0.143 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:127 ssthresh:125 bytes_sent:46834380 bytes_retrans:361284 bytes_acked:46294597 segs_out:32803 segs_in:13731 data_segs_out:32801 send 43140198bps lastsnd:4 lastrcv:8460 lastack:4 pacing_rate 51768040bps delivery_rate 42489712bps delivered:32424 busy:8424ms sndbuf_limited:7552ms(89.6%) unacked:125 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.23
1663208393.643009 tcp   ESTAB 0      127092          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,072ms,0) uid:20001 ino:871593 sk:1c1d 1663208393.643023 	 ts sack olia wscale:7,7 rto:232 rtt:30.203/0.069 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:89 ssthresh:80 bytes_sent:32569653 bytes_retrans:239904 bytes_acked:32202658 segs_out:22821 segs_in:9540 data_segs_out:22818 send 33663411bps lastrcv:8488 pacing_rate 40395256bps delivery_rate 33478296bps delivered:22562 busy:8456ms sndbuf_limited:8288ms(98.0%) unacked:89 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.084                                    
1663208393.643034 mptcp ESTAB 0      169932          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208393.643045 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:74                                                                                                                                                                                                                                                                                                                                                                                                                
1663208393.643095 mptcp ESTAB 0      221340 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,076ms,0) uid:20001 ino:871593 sk:1c19 1663208393.643105 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:99                                                                                                                                                                                                                                                                                                                                                                                                                
1663208393.643116 mptcp ESTAB 0      181356 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,068ms,0) uid:20001 ino:871592 sk:1c1c 1663208393.643127 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:7d                                                                                                                                                                                                                                                                                                                                                                                                                
1663208393.643137 mptcp ESTAB 0      127092          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c1d 1663208393.643152 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:59                                                                                                                                                                                                                                                                                                                                                                                                                
1663208393.793358 tcp   ESTAB 0      169932          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,068ms,0) uid:20001 ino:871592 sk:1c16 1663208393.793424 	 ts sack olia wscale:7,7 rto:232 rtt:30.634/0.281 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:119 ssthresh:92 bytes_sent:57252577 bytes_retrans:489804 bytes_acked:56592842 segs_out:40102 segs_in:15112 data_segs_out:40099 send 44377358bps lastsnd:4 lastrcv:8668 lastack:4 pacing_rate 53252608bps delivery_rate 44207072bps delivered:39638 busy:8604ms sndbuf_limited:5856ms(68.1%) unacked:119 retrans:0/343 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.083         
1663208393.793495 tcp   ESTAB 0      221340 192.168.20.2%enp6s0f1:53919 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,076ms,0) uid:20001 ino:871593 sk:1c19 1663208393.793505 	 ts sack olia wscale:7,7 rto:236 rtt:33.622/0.115 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:155 ssthresh:133 bytes_sent:53056120 bytes_retrans:396984 bytes_acked:52440653 segs_out:37163 segs_in:15299 data_segs_out:37161 send 52665517bps lastrcv:8572 pacing_rate 63198384bps delivery_rate 51468544bps delivered:36731 busy:8544ms sndbuf_limited:8068ms(94.4%) unacked:153 retrans:0/278 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.115               
1663208393.793516 tcp   ESTAB 0      181356 192.168.20.2%enp6s0f1:39285 192.168.4.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,076ms,0) uid:20001 ino:871592 sk:1c1c 1663208393.793526 	 ts sack olia wscale:7,7 rto:236 rtt:33.588/0.07 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:127 ssthresh:125 bytes_sent:47571228 bytes_retrans:361284 bytes_acked:47031445 segs_out:33319 segs_in:13958 data_segs_out:33317 send 43195427bps lastrcv:8608 pacing_rate 51833928bps delivery_rate 42350008bps delivered:32940 busy:8572ms sndbuf_limited:7700ms(89.8%) unacked:125 retrans:0/253 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.23                 
1663208393.793537 tcp   ESTAB 0      127092          192.168.10.2:33644 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=6)) timer:(on,068ms,0) uid:20001 ino:871593 sk:1c1d 1663208393.793547 	 ts sack olia wscale:7,7 rto:232 rtt:30.321/0.14 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:89 ssthresh:80 bytes_sent:33172269 bytes_retrans:239904 bytes_acked:32808130 segs_out:23243 segs_in:9721 data_segs_out:23240 send 33532403bps lastsnd:4 lastrcv:8640 lastack:4 pacing_rate 40237720bps delivery_rate 32855800bps delivered:22986 busy:8608ms sndbuf_limited:8440ms(98.0%) unacked:87 retrans:0/168 rcv_space:14280 rcv_ssthresh:64108 notsent:2856 minrtt:30.084
1663208393.793566 mptcp ESTAB 0      169932          192.168.10.2:33642 192.168.3.1:5101 users:(("iperf3",pid=26899,fd=4)) timer:(on,072ms,0) uid:20001 ino:871592 sk:1c16 1663208393.793578 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:75                                                                                                                                                                                                                                                                                                                                                                                                            
