1663210380.106731 tcp   SYN-SENT 0      1               192.168.10.2:34596 192.168.3.1:5101 users:(("iperf3",pid=28918,fd=4)) timer:(on,984ms,0) uid:20001 ino:1113443 sk:2175 1663210380.106743 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14972120 lastrcv:14972120 lastack:14972120 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                         
1663210380.555707 tcp   ESTAB    0      452412           192.168.10.2:34598 192.168.3.1:5101 users:(("iperf3",pid=28918,fd=6)) timer:(on,260ms,0) uid:20001 ino:1113444 sk:217e 1663210380.555717 	 ts sack lia wscale:7,7 rto:260 rtt:56.095/1.831 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:167 ssthresh:167 bytes_sent:1292089 bytes_retrans:188496 bytes_acked:651182 segs_out:927 segs_in:164 data_segs_out:924 send 34010304bps lastrcv:404 pacing_rate 76491440bps delivery_rate 27784200bps delivered:626 busy:372ms sndbuf_limited:56ms(15.1%) unacked:319 retrans:82/132 lost:82 sacked:152 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.23    
1663210380.555771 tcp   SYN-SENT 0      1       192.168.20.2%enp6s0f1:35467 192.168.3.1:5101 users:(("iperf3",pid=28918,fd=6)) timer:(on,628ms,0) uid:20001 ino:1113444 sk:217f 1663210380.555782 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14972568 lastrcv:14972568 lastack:14972568 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                   
1663210380.555792 tcp   ESTAB    0      524076  192.168.20.2%enp6s0f1:59089 192.168.4.1:5101 users:(("iperf3",pid=28918,fd=6)) timer:(on,244ms,0) uid:20001 ino:1113444 sk:2180 1663210380.555803 	 ts sack lia wscale:7,7 rto:244 rtt:40.951/1.716 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:245 ssthresh:245 bytes_sent:1865256 bytes_retrans:352716 bytes_acked:988465 segs_out:1320 segs_in:219 data_segs_out:1318 send 68347049bps lastrcv:340 pacing_rate 120846152bps delivery_rate 28156880bps delivered:827 busy:312ms sndbuf_limited:4ms(1.3%) unacked:367 retrans:140/247 lost:140 sacked:122 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.124
1663210380.555838 mptcp SYN-SENT 0      1       192.168.10.2%enp6s0f0:54183 192.168.4.1:5101 users:(("iperf3",pid=28918,fd=4)) timer:(on,592ms,0) uid:20001 ino:1113443 sk:2179 1663210380.555848 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                 
1663210380.555858 mptcp SYN-SENT 0      1       192.168.20.2%enp6s0f1:53465 192.168.3.1:5101 users:(("iperf3",pid=28918,fd=4)) timer:(on,592ms,0) uid:20001 ino:1113443 sk:217a 1663210380.555875 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                 
1663210380.555915 mptcp SYN-SENT 0      1       192.168.10.2%enp6s0f0:42681 192.168.4.1:5101 users:(("iperf3",pid=28918,fd=6)) timer:(on,624ms,0) uid:20001 ino:1113444 sk:217b 1663210380.555925 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                 
1663210380.555936 mptcp ESTAB    0      646884  192.168.20.2%enp6s0f1:48439 192.168.4.1:5101 users:(("iperf3",pid=28918,fd=4)) timer:(on,248ms,0) uid:20001 ino:1113443 sk:217c 1663210380.555946 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:b9000001c5 rcv_nxt:b7000000b7                                                                                                                                                                                                                                                                                                                                          
1663210380.555960 mptcp ESTAB    0      891072           192.168.10.2:34596 192.168.3.1:5101 users:(("iperf3",pid=28918,fd=4)) timer:(on,252ms,0) uid:20001 ino:1113443 sk:217d 1663210380.555970 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:11100000268 rcv_nxt:12800000128                                                                                                                                                                                                                                                                                                                                        
1663210380.555981 mptcp ESTAB    0      430992           192.168.10.2:34598 192.168.3.1:5101 users:(("iperf3",pid=28918,fd=6)) timer:(on,252ms,0) uid:20001 ino:1113444 sk:217e 1663210380.555994 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:880000012f rcv_nxt:4700000047                                                                                                                                                                                                                                                                                                                                          
1663210380.556046 mptcp SYN-SENT 0      1       192.168.20.2%enp6s0f1:35467 192.168.3.1:5101 users:(("iperf3",pid=28918,fd=6)) timer:(on,624ms,0) uid:20001 ino:1113444 sk:217f 1663210380.556056 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                 
