1663209036.165873 tcp   SYN-SENT 0      1               192.168.10.2:33952 192.168.3.1:5101 users:(("iperf3",pid=40870,fd=4)) timer:(on,984ms,0) uid:20001 ino:920110 sk:1df0 1663209036.165883 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:13628176 lastrcv:13628176 lastack:13628176 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                          
1663209036.607997 tcp   ESTAB    0      1273776 192.168.20.2%enp6s0f1:44985 192.168.4.1:5101 users:(("iperf3",pid=40870,fd=6)) timer:(on,200ms,0) uid:20001 ino:920111 sk:1dfa 1663209036.608008 	 ts sack lia wscale:7,7 rto:296 rtt:95.976/3.771 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:892 bytes_sent:2523292 bytes_acked:1255229 segs_out:1772 segs_in:202 data_segs_out:1770 send 106174544bps lastrcv:336 pacing_rate 212347424bps delivery_rate 51035920bps delivered:883 busy:308ms unacked:888 rcv_space:14280 rcv_ssthresh:64108 notsent:5712 minrtt:30.167                       
1663209036.608058 mptcp ESTAB    0      885360           192.168.10.2:33954 192.168.3.1:5101 users:(("iperf3",pid=40870,fd=6)) timer:(on,296ms,0) uid:20001 ino:920111 sk:1df3 1663209036.608069 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:120000026c rcv_nxt:90000001a                                                                                                                                                                                                                                                                                  
1663209036.608079 mptcp SYN-SENT 0      1       192.168.20.2%enp6s0f1:57917 192.168.3.1:5101 users:(("iperf3",pid=40870,fd=4)) timer:(on,596ms,0) uid:20001 ino:920110 sk:1df4 1663209036.608089 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                        
1663209036.608098 mptcp ESTAB    0      1105272 192.168.20.2%enp6s0f1:36581 192.168.4.1:5101 users:(("iperf3",pid=40870,fd=4)) timer:(on,180ms,0) uid:20001 ino:920110 sk:1df5 1663209036.608112 	 subflows:1 add_addr_accepted_max:7 write_seq:21800000594 snd_una:2fa                                                                                                                                                                                                                                                                                                                             
1663209036.608145 mptcp SYN-SENT 0      1       192.168.10.2%enp6s0f0:46357 192.168.4.1:5101 users:(("iperf3",pid=40870,fd=4)) timer:(on,592ms,0) uid:20001 ino:920110 sk:1df6 1663209036.608156 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                        
1663209036.608185 mptcp SYN-SENT 0      1       192.168.10.2%enp6s0f0:42819 192.168.4.1:5101 users:(("iperf3",pid=40870,fd=6)) timer:(on,624ms,0) uid:20001 ino:920111 sk:1df7 1663209036.608196 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                        
1663209036.608206 mptcp SYN-SENT 0      1       192.168.20.2%enp6s0f1:50673 192.168.3.1:5101 users:(("iperf3",pid=40870,fd=6)) timer:(on,624ms,0) uid:20001 ino:920111 sk:1df8 1663209036.608216 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                        
1663209036.608226 mptcp ESTAB    0      1473696          192.168.10.2:33952 192.168.3.1:5101 users:(("iperf3",pid=40870,fd=4)) timer:(on,292ms,0) uid:20001 ino:920110 sk:1df9 1663209036.608236 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:900000408 rcv_nxt:50000000d                                                                                                                                                                                                                                                                                   
1663209036.608246 mptcp ESTAB    0      1282344 192.168.20.2%enp6s0f1:44985 192.168.4.1:5101 users:(("iperf3",pid=40870,fd=6)) timer:(on,296ms,0) uid:20001 ino:920111 sk:1dfa 1663209036.608256 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:1800000382 rcv_nxt:b00000024                                                                                                                                                                                                                                                                                  
1663209036.757593 tcp   ESTAB    0      665448           192.168.10.2:33954 192.168.3.1:5101 users:(("iperf3",pid=40870,fd=6)) timer:(on,268ms,0) uid:20001 ino:920111 sk:1df3 1663209036.757668 	 ts sack lia wscale:7,7 rto:268 rtt:67.421/3.997 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:310 ssthresh:310 bytes_sent:2434761 bytes_retrans:435540 bytes_acked:1333774 segs_out:1711 segs_in:240 data_segs_out:1708 send 52527254bps lastrcv:544 pacing_rate 93735728bps delivery_rate 22646464bps delivered:1094 busy:512ms sndbuf_limited:104ms(20.3%) unacked:466 retrans:181/305 lost:181 sacked:156 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.137
