1663210044.214411 tcp   SYN-SENT 0      1               192.168.10.2:34436 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,988ms,0) uid:20001 ino:1035802 sk:2094 1663210044.214422 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14636224 lastrcv:14636224 lastack:14636224 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                          
1663210044.664858 tcp   SYN-SENT 0      1       192.168.10.2%enp6s0f0:58015 192.168.4.1:5101 users:(("iperf3",pid=21788,fd=6)) timer:(on,632ms,0) uid:20001 ino:1035803 sk:2097 1663210044.664871 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14636672 lastrcv:14636672 lastack:14636672 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                     
1663210044.664882 tcp   SYN-SENT 0      1       192.168.10.2%enp6s0f0:57247 192.168.4.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,596ms,0) uid:20001 ino:1035802 sk:2098 1663210044.664892 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14636676 lastrcv:14636676 lastack:14636676 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                     
1663210044.664910 tcp   SYN-SENT 0      1       192.168.20.2%enp6s0f1:51143 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,596ms,0) uid:20001 ino:1035802 sk:2099 1663210044.664922 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14636676 lastrcv:14636676 lastack:14636676 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                     
1663210044.664933 tcp   ESTAB    0      1290912 192.168.20.2%enp6s0f1:60067 192.168.4.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,188ms,0) uid:20001 ino:1035802 sk:209a 1663210044.664949 	 ts sack lia wscale:7,7 rto:292 rtt:89.995/7.908 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:904 bytes_sent:2601816 bytes_acked:1319473 segs_out:1825 segs_in:216 data_segs_out:1823 send 114754109bps lastrcv:372 pacing_rate 229507896bps delivery_rate 53235472bps delivered:926 busy:336ms unacked:898 rcv_space:14280 rcv_ssthresh:64108 notsent:8568 minrtt:30.264                                  
1663210044.664987 tcp   SYN-SENT 0      1       192.168.20.2%enp6s0f1:36947 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=6)) timer:(on,628ms,0) uid:20001 ino:1035803 sk:209b 1663210044.664999 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:14636676 lastrcv:14636676 lastack:14636676 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                     
1663210044.665009 tcp   ESTAB    0      988176  192.168.20.2%enp6s0f1:37825 192.168.4.1:5101 users:(("iperf3",pid=21788,fd=6)) timer:(on,188ms,0) uid:20001 ino:1035803 sk:209c 1663210044.665020 	 ts sack lia wscale:7,7 rto:292 rtt:90.223/6.91 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:692 bytes_sent:2042224 bytes_acked:1068329 segs_out:1436 segs_in:184 data_segs_out:1434 send 87620762bps lastsnd:4 lastrcv:340 lastack:4 pacing_rate 175240064bps delivery_rate 41265984bps delivered:753 busy:312ms unacked:682 rcv_space:14280 rcv_ssthresh:64108 notsent:14280 minrtt:30.132               
1663210044.665030 tcp   ESTAB    0      1533672          192.168.10.2:34436 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,196ms,0) uid:20001 ino:1035802 sk:209d 1663210044.665041 	 ts sack lia wscale:7,7 rto:296 rtt:93.733/4.659 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:1074 bytes_sent:3065953 bytes_acked:1552274 segs_out:2152 segs_in:244 data_segs_out:2149 send 130897080bps lastrcv:436 pacing_rate 261792064bps delivery_rate 62902056bps delivered:1090 busy:368ms unacked:1060 rcv_space:14280 rcv_ssthresh:64108 notsent:19992 minrtt:30.179                              
1663210044.665101 tcp   ESTAB    0      788256           192.168.10.2:34438 192.168.3.1:5101 users:(("iperf3",pid=21788,fd=6)) timer:(on,168ms,0) uid:20001 ino:1035803 sk:209e 1663210044.665113 	 ts sack lia wscale:7,7 rto:288 rtt:85.742/5.101 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:552 bytes_sent:1622061 bytes_acked:833806 segs_out:1146 segs_in:158 data_segs_out:1143 send 73546780bps lastsnd:12 lastrcv:400 lastack:16 pacing_rate 147093128bps delivery_rate 34497232bps delivered:592 busy:364ms sndbuf_limited:60ms(16.5%) unacked:552 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.149
1663210044.665155 mptcp SYN-SENT 0      1       192.168.10.2%enp6s0f0:58015 192.168.4.1:5101 users:(("iperf3",pid=21788,fd=6)) timer:(on,624ms,0) uid:20001 ino:1035803 sk:2097 1663210044.665166 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                   
1663210044.665185 mptcp SYN-SENT 0      1       192.168.10.2%enp6s0f0:57247 192.168.4.1:5101 users:(("iperf3",pid=21788,fd=4)) timer:(on,592ms,0) uid:20001 ino:1035802 sk:2098 1663210044.665203 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                   
