1663210548.195127 tcp   SYN-SENT 0      1               192.168.10.2:34676 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,984ms,0) uid:20001 ino:1131942 sk:21e5 1663210548.195139 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:15140208 lastrcv:15140208 lastack:15140208 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                            
1663210548.642368 tcp   ESTAB    0      963900          192.168.10.2:34676 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,260ms,0) uid:20001 ino:1131942 sk:21eb 1663210548.642379 	 ts sack lia wscale:7,7 rto:260 rtt:58.467/1.651 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:348 ssthresh:348 bytes_sent:2561605 bytes_retrans:506940 bytes_acked:1170734 segs_out:1806 segs_in:240 data_segs_out:1803 send 67996511bps lastrcv:432 pacing_rate 144433960bps delivery_rate 51953968bps delivered:1101 busy:368ms unacked:619 retrans:301/355 lost:301 sacked:271 rcv_space:14280 rcv_ssthresh:64108 notsent:79968 minrtt:30.204         
1663210548.642398 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:48085 192.168.4.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,632ms,0) uid:20001 ino:1131943 sk:21ec 1663210548.642410 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:15140652 lastrcv:15140652 lastack:15140652 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                   
1663210548.642450 tcp   ESTAB    0      893928 192.168.20.2%enp6s0f1:49689 192.168.4.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,264ms,0) uid:20001 ino:1131943 sk:21ed 1663210548.642461 	 ts sack lia wscale:7,7 rto:264 rtt:63.347/6.625 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:272 ssthresh:272 bytes_sent:1933512 bytes_retrans:378420 bytes_acked:765409 segs_out:1362 segs_in:209 data_segs_out:1360 send 49052489bps lastrcv:336 pacing_rate 118807776bps delivery_rate 50788264bps delivered:824 busy:308ms unacked:553 retrans:257/265 lost:257 sacked:281 rcv_space:14280 rcv_ssthresh:64108 notsent:104244 minrtt:30.121          
1663210548.642494 tcp   ESTAB    0      511224          192.168.10.2:34678 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,260ms,0) uid:20001 ino:1131943 sk:21ee 1663210548.642509 	 ts sack lia wscale:7,7 rto:260 rtt:57.122/1.292 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:181 ssthresh:181 bytes_sent:1370917 bytes_retrans:247044 bytes_acked:612650 segs_out:972 segs_in:190 data_segs_out:969 send 36198733bps lastrcv:400 pacing_rate 84956088bps delivery_rate 30929760bps delivered:616 busy:368ms sndbuf_limited:200ms(54.3%) unacked:358 retrans:153/173 lost:153 sacked:177 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.198
1663210548.642524 tcp   SYN-SENT 0      1      192.168.10.2%enp6s0f0:52887 192.168.4.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,596ms,0) uid:20001 ino:1131942 sk:21ef 1663210548.642538 	 lia rto:1000 mss:524 pmtu:1500 rcvmss:88 advmss:1460 cwnd:10 segs_out:1 lastsnd:15140656 lastrcv:15140656 lastack:15140656 unacked:1 rcv_ssthresh:64240                                                                                                                                                                                                                                                                                                   
1663210548.642553 tcp   ESTAB    0      743988 192.168.20.2%enp6s0f1:45469 192.168.4.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,256ms,0) uid:20001 ino:1131942 sk:21f0 1663210548.642598 	 ts sack lia wscale:7,7 rto:268 rtt:64.542/2.015 mss:1428 pmtu:1500 rcvmss:536 advmss:1428 cwnd:183 ssthresh:260 bytes_sent:1838100 bytes_retrans:322728 bytes_acked:771385 segs_out:1294 segs_in:193 data_segs_out:1292 send 32391187bps lastsnd:8 lastrcv:376 lastack:8 pacing_rate 110661032bps delivery_rate 39600760bps delivered:850 busy:340ms unacked:521 retrans:183/226 lost:217 sacked:304 rcv_space:14280 rcv_ssthresh:64108 minrtt:30.194     
1663210548.642670 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:58617 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,592ms,0) uid:20001 ino:1131942 sk:21e9 1663210548.642685 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                 
1663210548.642700 mptcp SYN-SENT 0      1      192.168.20.2%enp6s0f1:44025 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,624ms,0) uid:20001 ino:1131943 sk:21ea 1663210548.642712 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                 
1663210548.642723 mptcp ESTAB    0      952476          192.168.10.2:34676 192.168.3.1:5101 users:(("iperf3",pid=32489,fd=4)) timer:(on,260ms,0) uid:20001 ino:1131942 sk:21eb 1663210548.642736 	 subflows:1 add_addr_signal:3 add_addr_accepted_max:7 write_seq:21800000594 snd_una:10b00000267 rcv_nxt:12900000129                                                                                                                                                                                                                                                                                                                                        
1663210548.642750 mptcp SYN-SENT 0      1      192.168.10.2%enp6s0f0:48085 192.168.4.1:5101 users:(("iperf3",pid=32489,fd=6)) timer:(on,624ms,0) uid:20001 ino:1131943 sk:21ec 1663210548.642764 	 subflows:2 write_seq:580000020c snd_una:1                                                                                                                                                                                                                                                                                                                                                                                                                 
